Year,Coverage,Method,median_est,lower,upper
13,"10% Observed, 10 Collars",Bayesian Fixed,1.09,0.810775,1.2805
13,"10% Observed, 10 Collars",Frequentist Retro,1.0575807787903895,0.7548743737701178,1.2660813887718296
13,"20% Observed, 20 Collars",Bayesian Random,1.05,0.97045,1.1252499999999999
13,"20% Observed, 20 Collars",Bayesian Fixed,1.0550000000000002,0.82935,1.23525
13,"20% Observed, 20 Collars",Frequentist Retro,1.0331992678201953,0.7923806609547124,1.2296070164273496
13,"40% Observed, 30 Collars",Bayesian Random,1.05,0.9723249999999999,1.11
13,"40% Observed, 30 Collars",Bayesian Fixed,1.065,0.8706499999999999,1.22525
13,"40% Observed, 30 Collars",Frequentist Retro,1.0547460865524219,0.8580448880286531,1.2158786314332308
13,"80% Observed, 50 Collars",Bayesian Random,1.04,0.987375,1.1
13,"80% Observed, 50 Collars",Bayesian Fixed,1.04,0.8981250000000001,1.1804999999999999
13,"80% Observed, 50 Collars",Frequentist Retro,1.031929753033289,0.8955020192173793,1.1742206315226116
14,"5% Observed, 5 Collars",Bayesian Random,1.02,0.9016,1.12
14,"5% Observed, 5 Collars",Bayesian Fixed,1.065,0.71165,1.2
14,"5% Observed, 5 Collars",Frequentist Retro,0.987045409569043,0.6300104941057554,1.2122752603872051
14,"10% Observed, 10 Collars",Bayesian Random,0.99,0.896325,1.08
14,"10% Observed, 10 Collars",Bayesian Fixed,0.993,0.749375,1.18
14,"10% Observed, 10 Collars",Frequentist Retro,0.9546661730047634,0.6866226259289843,1.1835036357321322
14,"20% Observed, 20 Collars",Bayesian Random,0.994,0.9374750000000001,1.05525
14,"20% Observed, 20 Collars",Bayesian Fixed,1.01,0.8463749999999999,1.16
14,"20% Observed, 20 Collars",Frequentist Retro,0.9948636340112819,0.8184331633323119,1.165570668452503
14,"40% Observed, 30 Collars",Bayesian Random,0.99,0.939425,1.0452499999999998
14,"40% Observed, 30 Collars",Bayesian Fixed,1,0.8489,1.14
14,"40% Observed, 30 Collars",Frequentist Retro,0.984349173553719,0.8296833897031191,1.12928459176503
14,"80% Observed, 50 Collars",Bayesian Random,0.984,0.9417500000000001,1.05
14,"80% Observed, 50 Collars",Bayesian Fixed,1.01,0.887475,1.11525
14,"80% Observed, 50 Collars",Frequentist Retro,1.0017077803778887,0.8720349382234909,1.105719140393857
15,"5% Observed, 5 Collars",Bayesian Random,1.06,0.9353750000000001,1.2304999999999997
15,"5% Observed, 5 Collars",Bayesian Fixed,1.12,0.732925,1.41525
15,"5% Observed, 5 Collars",Frequentist Retro,1.070967741935484,0.6705849268841395,1.4067915301713905
15,"10% Observed, 10 Collars",Bayesian Random,1.04,0.9488999999999999,1.1552499999999999
15,"10% Observed, 10 Collars",Bayesian Fixed,1.0750000000000002,0.7265250000000001,1.27575
15,"10% Observed, 10 Collars",Frequentist Retro,1.0301263505716212,0.6800589795701066,1.2534322519233685
15,"20% Observed, 20 Collars",Bayesian Random,1.04,0.95185,1.1252499999999999
15,"20% Observed, 20 Collars",Bayesian Fixed,1.025,0.8463749999999999,1.2205
15,"20% Observed, 20 Collars",Frequentist Retro,0.9987577872091049,0.8110913404507711,1.2075478247952671
15,"40% Observed, 30 Collars",Bayesian Random,1.04,0.9637,1.1
15,"40% Observed, 30 Collars",Bayesian Fixed,1.01,0.841375,1.19525
15,"40% Observed, 30 Collars",Frequentist Retro,0.9987531172069826,0.8320679534119142,1.181959565476878
15,"80% Observed, 50 Collars",Bayesian Random,1.04,0.982,1.09
15,"80% Observed, 50 Collars",Bayesian Fixed,1.02,0.8950250000000001,1.15
15,"80% Observed, 50 Collars",Frequentist Retro,1.0085232306765424,0.8767447657028912,1.139023402340234
16,"5% Observed, 5 Collars",Bayesian Random,0.992,0.8649499999999999,1.11
16,"5% Observed, 5 Collars",Bayesian Fixed,1.02,0.5899749999999999,1.23
16,"5% Observed, 5 Collars",Frequentist Retro,0.9254055674197295,0.4512232415902141,1.241503937857374
16,"10% Observed, 10 Collars",Bayesian Random,0.9844999999999999,0.88765,1.06
16,"10% Observed, 10 Collars",Bayesian Fixed,0.997,0.662625,1.1452499999999999
16,"10% Observed, 10 Collars",Frequentist Retro,0.9677464111291993,0.597237269772481,1.1496371340126914
16,"20% Observed, 20 Collars",Bayesian Random,0.965,0.909,1.03
16,"20% Observed, 20 Collars",Bayesian Fixed,0.9635,0.761475,1.11
16,"20% Observed, 20 Collars",Frequentist Retro,0.9428732795046646,0.7314729309650303,1.1039500173105772
16,"40% Observed, 30 Collars",Bayesian Random,0.9564999999999999,0.8977,1.0052499999999998
16,"40% Observed, 30 Collars",Bayesian Fixed,0.9655,0.8084250000000001,1.07525
16,"40% Observed, 30 Collars",Frequentist Retro,0.9508083242059145,0.805723106774989,1.062806792237443
16,"80% Observed, 50 Collars",Bayesian Random,0.954,0.91795,0.994
16,"80% Observed, 50 Collars",Bayesian Fixed,0.966,0.855225,1.0652499999999998
16,"80% Observed, 50 Collars",Frequentist Retro,0.9577356056508279,0.8472224984091632,1.0574654016818195
17,"5% Observed, 5 Collars",Bayesian Random,1.0750000000000002,0.9493749999999999,1.21525
17,"5% Observed, 5 Collars",Bayesian Fixed,1.12,0.8245499999999999,1.3904999999999998
17,"5% Observed, 5 Collars",Frequentist Retro,1.049875998897768,0.6925261762101949,1.4215093426860976
17,"10% Observed, 10 Collars",Bayesian Random,1.0550000000000002,0.9579,1.16525
17,"10% Observed, 10 Collars",Bayesian Fixed,1.09,0.7609250000000001,1.3057499999999997
17,"10% Observed, 10 Collars",Frequentist Retro,1.0449175803345314,0.684904419192908,1.307222171020518
17,"20% Observed, 20 Collars",Bayesian Random,1.065,0.9782249999999999,1.14
17,"20% Observed, 20 Collars",Bayesian Fixed,1.085,0.87495,1.24525
17,"20% Observed, 20 Collars",Frequentist Retro,1.0625,0.8476830347268303,1.2427689414808247
17,"40% Observed, 30 Collars",Bayesian Random,1.06,1.01,1.15
17,"40% Observed, 30 Collars",Bayesian Fixed,1.08,0.8959,1.23
17,"40% Observed, 30 Collars",Frequentist Retro,1.0644837627596249,0.9004695058332542,1.2179531867597055
17,"80% Observed, 50 Collars",Bayesian Random,1.07,1.02,1.13
17,"80% Observed, 50 Collars",Bayesian Fixed,1.09,0.9551999999999999,1.19525
17,"80% Observed, 50 Collars",Frequentist Retro,1.0794166912996355,0.9427810929742517,1.19082555838281
18,"5% Observed, 5 Collars",Bayesian Random,1.06,0.9142750000000001,1.2
18,"5% Observed, 5 Collars",Bayesian Fixed,1.12,0.73905,1.3552499999999998
18,"5% Observed, 5 Collars",Frequentist Retro,1.0934940392916501,0.6786256777490989,1.3532740057130301
18,"10% Observed, 10 Collars",Bayesian Random,1.03,0.918475,1.16525
18,"10% Observed, 10 Collars",Bayesian Fixed,1.04,0.70085,1.2552499999999998
18,"10% Observed, 10 Collars",Frequentist Retro,0.9933883753823887,0.6481101039393753,1.2258508508508505
18,"20% Observed, 20 Collars",Bayesian Random,1.03,0.930475,1.1
18,"20% Observed, 20 Collars",Bayesian Fixed,1.04,0.776575,1.21525
18,"20% Observed, 20 Collars",Frequentist Retro,1.0167478662746192,0.7510684003470213,1.2079219084939425
18,"40% Observed, 30 Collars",Bayesian Random,1.03,0.967,1.08
18,"40% Observed, 30 Collars",Bayesian Fixed,1.025,0.842125,1.1504999999999996
18,"40% Observed, 30 Collars",Frequentist Retro,1.0094641242182227,0.8250835293293726,1.1343269775416787
18,"80% Observed, 50 Collars",Bayesian Random,1.04,0.98085,1.08
18,"80% Observed, 50 Collars",Bayesian Fixed,1.025,0.898275,1.1252499999999999
18,"80% Observed, 50 Collars",Frequentist Retro,1.012971356193441,0.8872401192081174,1.1208043535025043
19,"5% Observed, 5 Collars",Bayesian Random,1.02,0.904475,1.16
19,"5% Observed, 5 Collars",Bayesian Fixed,1.025,0.699675,1.2304999999999997
19,"5% Observed, 5 Collars",Frequentist Retro,0.9461886669986628,0.6354427226237809,1.2414328203801885
19,"10% Observed, 10 Collars",Bayesian Random,0.998,0.9067000000000001,1.1304999999999998
19,"10% Observed, 10 Collars",Bayesian Fixed,0.9864999999999999,0.71485,1.21525
19,"10% Observed, 10 Collars",Frequentist Retro,0.9433975383220485,0.6607573657034942,1.2206280898207158
19,"20% Observed, 20 Collars",Bayesian Random,1,0.92595,1.0652499999999998
19,"20% Observed, 20 Collars",Bayesian Fixed,0.999,0.7690250000000001,1.15
19,"20% Observed, 20 Collars",Frequentist Retro,0.978596566831861,0.7354837030094763,1.146654727496508
19,"40% Observed, 30 Collars",Bayesian Random,1,0.9364250000000001,1.0604999999999998
19,"40% Observed, 30 Collars",Bayesian Fixed,1,0.8218999999999999,1.13
19,"40% Observed, 30 Collars",Frequentist Retro,0.9887243838457269,0.8083506447693333,1.1207547802774958
19,"80% Observed, 50 Collars",Bayesian Random,0.997,0.929225,1.04
19,"80% Observed, 50 Collars",Bayesian Fixed,0.997,0.8289,1.09525
19,"80% Observed, 50 Collars",Frequentist Retro,0.9864947617550189,0.8144014577164612,1.0872270882528623
20,"5% Observed, 5 Collars",Bayesian Random,1.02,0.90595,1.18
20,"5% Observed, 5 Collars",Bayesian Fixed,1.085,0.7808999999999999,1.28
20,"5% Observed, 5 Collars",Frequentist Retro,1.0617162181203326,0.662570300654042,1.292165215533358
20,"10% Observed, 10 Collars",Bayesian Random,1.01,0.916375,1.11
20,"10% Observed, 10 Collars",Bayesian Fixed,1.02,0.711375,1.22525
20,"10% Observed, 10 Collars",Frequentist Retro,0.9656036479655018,0.6781646661809257,1.22874430074843
20,"20% Observed, 20 Collars",Bayesian Random,1,0.947475,1.08575
20,"20% Observed, 20 Collars",Bayesian Fixed,1.025,0.852125,1.18525
20,"20% Observed, 20 Collars",Frequentist Retro,1.0023584905660377,0.82008277736595,1.179825306533723
20,"40% Observed, 30 Collars",Bayesian Random,1.01,0.94265,1.06
20,"40% Observed, 30 Collars",Bayesian Fixed,1.03,0.8531,1.1452499999999999
20,"40% Observed, 30 Collars",Frequentist Retro,1.0182035219542875,0.8784657347097817,1.1332146018076883
20,"80% Observed, 50 Collars",Bayesian Random,0.994,0.952475,1.04
20,"80% Observed, 50 Collars",Bayesian Fixed,1,0.908425,1.11525
20,"80% Observed, 50 Collars",Frequentist Retro,0.9872224343346991,0.8968709968083028,1.1021282151716933
